id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj1_series1_9191,0,0,0,0,0,0
subj1_series1_9192,0,0,0,0,0,0
subj1_series1_9193,0,0,0,0,0,0
subj1_series1_9194,0,0,0,0,0,0
subj1_series1_9195,0,0,0,0,0,0
subj1_series1_9196,0,0,0,0,0,0
subj1_series1_9197,0,0,0,0,0,0
subj1_series1_9198,0,0,0,0,0,0
subj1_series1_9199,0,0,0,0,0,0
subj1_series1_9200,0,0,0,0,0,0
subj1_series1_9201,0,0,0,0,0,0
subj1_series1_9202,0,0,0,0,0,0
subj1_series1_9203,0,0,0,0,0,0
subj1_series1_9204,0,0,0,0,0,0
subj1_series1_9205,0,0,0,0,0,0
subj1_series1_9206,0,0,0,0,0,0
subj1_series1_9207,0,0,0,0,0,0
subj1_series1_9208,0,0,0,0,0,0
subj1_series1_9209,0,0,0,0,0,0
subj1_series1_9210,0,0,0,0,0,0
subj1_series1_9211,0,0,0,0,0,0
subj1_series1_9212,0,0,0,0,0,0
subj1_series1_9213,0,0,0,0,0,0
subj1_series1_9214,0,0,0,0,0,0
subj1_series1_9215,0,0,0,0,0,0
subj1_series1_9216,0,0,0,0,0,0
subj1_series1_9217,0,0,0,0,0,0
subj1_series1_9218,0,0,0,0,0,0
subj1_series1_9219,0,0,0,0,0,0
subj1_series1_9220,0,0,0,0,0,0
subj1_series1_9221,0,0,0,0,0,0
subj1_series1_9222,0,0,0,0,0,0
subj1_series1_9223,0,0,0,0,0,0
subj1_series1_9224,0,0,0,0,0,0
subj1_series1_9225,0,0,0,0,0,0
subj1_series1_9226,0,0,0,0,0,0
subj1_series1_9227,0,0,0,0,0,0
subj1_series1_9228,0,0,0,0,0,0
subj1_series1_9229,0,0,0,0,0,0
subj1_series1_9230,0,0,0,0,0,0
subj1_series1_9231,0,0,0,0,0,0
subj1_series1_9232,0,0,0,0,0,0
subj1_series1_9233,0,0,0,0,0,0
subj1_series1_9234,0,0,0,0,0,0
subj1_series1_9235,0,0,0,0,0,0
subj1_series1_9236,0,0,0,0,0,0
subj1_series1_9237,0,0,0,0,0,0
subj1_series1_9238,0,0,0,0,0,0
subj1_series1_9239,0,0,0,0,0,0
subj1_series1_9240,0,0,0,0,0,0
subj1_series1_9241,0,0,0,0,0,0
subj1_series1_9242,0,0,0,0,0,0
subj1_series1_9243,0,0,0,0,0,0
subj1_series1_9244,0,0,0,0,0,0
subj1_series1_9245,0,0,0,0,0,0
subj1_series1_9246,0,0,0,0,0,0
subj1_series1_9247,0,0,0,0,0,0
subj1_series1_9248,0,0,0,0,0,0
subj1_series1_9249,0,0,0,0,0,0
subj1_series1_9250,0,0,0,0,0,0
subj1_series1_9251,0,0,0,0,0,0
subj1_series1_9252,0,0,0,0,0,0
subj1_series1_9253,0,0,0,0,0,0
subj1_series1_9254,0,0,0,0,0,0
subj1_series1_9255,0,0,0,0,0,0
subj1_series1_9256,0,0,0,0,0,0
subj1_series1_9257,0,0,0,0,0,0
subj1_series1_9258,0,0,0,0,0,0
subj1_series1_9259,0,0,0,0,0,0
subj1_series1_9260,0,0,0,0,0,0
subj1_series1_9261,0,0,0,0,0,0
subj1_series1_9262,0,0,0,0,0,0
subj1_series1_9263,0,0,0,0,0,0
subj1_series1_9264,0,0,0,0,0,0
subj1_series1_9265,0,0,0,0,0,0
subj1_series1_9266,0,0,0,0,0,0
subj1_series1_9267,0,0,0,0,0,0
subj1_series1_9268,0,0,0,0,0,0
subj1_series1_9269,0,0,0,0,0,0
subj1_series1_9270,0,0,0,0,0,0
subj1_series1_9271,0,0,0,0,0,0
subj1_series1_9272,0,0,0,0,0,0
subj1_series1_9273,0,0,0,0,0,0
subj1_series1_9274,0,0,0,0,0,0
subj1_series1_9275,0,0,0,0,0,0
subj1_series1_9276,0,0,0,0,0,0
subj1_series1_9277,0,0,0,0,0,0
subj1_series1_9278,0,0,0,0,0,0
subj1_series1_9279,0,0,0,0,0,0
subj1_series1_9280,0,0,0,0,0,0
subj1_series1_9281,0,0,0,0,0,0
subj1_series1_9282,0,0,0,0,0,0
subj1_series1_9283,0,0,0,0,0,0
subj1_series1_9284,0,0,0,0,0,0
subj1_series1_9285,0,0,0,0,0,0
subj1_series1_9286,0,0,0,0,0,0
subj1_series1_9287,0,0,0,0,0,0
subj1_series1_9288,0,0,0,0,0,0
subj1_series1_9289,0,0,0,0,0,0
subj1_series1_9290,0,0,0,0,0,0
subj1_series1_9291,0,0,0,0,0,0
subj1_series1_9292,0,0,0,0,0,0
subj1_series1_9293,0,0,0,0,0,0
subj1_series1_9294,0,0,0,0,0,0
subj1_series1_9295,0,0,0,0,0,0
subj1_series1_9296,0,0,0,0,0,0
subj1_series1_9297,0,0,0,0,0,0
subj1_series1_9298,0,0,0,0,0,0
subj1_series1_9299,0,0,0,0,0,0
subj1_series1_9300,0,0,0,0,0,0
subj1_series1_9301,0,0,0,0,0,0
subj1_series1_9302,0,0,0,0,0,0
subj1_series1_9303,0,0,0,0,0,0
subj1_series1_9304,0,0,0,0,0,0
subj1_series1_9305,0,0,0,0,0,0
subj1_series1_9306,0,0,0,0,0,0
subj1_series1_9307,0,0,0,0,0,0
subj1_series1_9308,0,0,0,0,0,0
subj1_series1_9309,0,0,0,0,0,0
subj1_series1_9310,0,0,0,0,0,0
subj1_series1_9311,0,0,0,0,0,0
subj1_series1_9312,0,0,0,0,0,0
subj1_series1_9313,0,0,0,0,0,0
subj1_series1_9314,0,0,0,0,0,0
subj1_series1_9315,0,0,0,0,0,0
subj1_series1_9316,0,0,0,0,0,0
subj1_series1_9317,0,0,0,0,0,0
subj1_series1_9318,0,0,0,0,0,0
subj1_series1_9319,0,0,0,0,0,0
subj1_series1_9320,0,0,0,0,0,0
subj1_series1_9321,0,0,0,0,0,0
subj1_series1_9322,0,0,0,0,0,0
subj1_series1_9323,0,0,0,0,0,0
subj1_series1_9324,0,0,0,0,0,0
subj1_series1_9325,0,0,0,0,0,0
subj1_series1_9326,0,0,0,0,0,0
subj1_series1_9327,0,0,0,0,0,0
subj1_series1_9328,0,0,0,0,0,0
subj1_series1_9329,0,0,0,0,0,0
subj1_series1_9330,0,0,0,0,0,0
subj1_series1_9331,0,0,0,0,0,0
subj1_series1_9332,0,0,0,0,0,0
subj1_series1_9333,0,0,0,0,0,0
subj1_series1_9334,0,0,0,0,0,0
subj1_series1_9335,0,0,0,0,0,0
subj1_series1_9336,0,0,0,0,0,0
subj1_series1_9337,0,0,0,0,0,0
subj1_series1_9338,0,0,0,0,0,0
subj1_series1_9339,0,0,0,0,0,0
subj1_series1_9340,0,0,0,0,0,0
subj1_series1_9341,0,0,0,0,0,0
subj1_series1_9342,0,0,0,0,0,0
subj1_series1_9343,0,0,0,0,0,0
subj1_series1_9344,0,0,0,0,0,0
subj1_series1_9345,0,0,0,0,0,0
subj1_series1_9346,0,0,0,0,0,0
subj1_series1_9347,0,0,0,0,0,0
subj1_series1_9348,0,0,0,0,0,0
subj1_series1_9349,0,0,0,0,0,0
subj1_series1_9350,0,0,0,0,0,0
subj1_series1_9351,0,0,0,0,0,0
subj1_series1_9352,0,0,0,0,0,0
subj1_series1_9353,0,0,0,0,0,0
subj1_series1_9354,0,0,0,0,0,0
subj1_series1_9355,0,0,0,0,0,0
subj1_series1_9356,0,0,0,0,0,0
subj1_series1_9357,0,0,0,0,0,0
subj1_series1_9358,0,0,0,0,0,0
subj1_series1_9359,0,0,0,0,0,0
subj1_series1_9360,0,0,0,0,0,0
subj1_series1_9361,0,0,0,0,0,0
subj1_series1_9362,0,0,0,0,0,0
subj1_series1_9363,0,0,0,0,0,0
subj1_series1_9364,0,0,0,0,0,0
subj1_series1_9365,0,0,0,0,0,0
subj1_series1_9366,0,0,0,0,0,0
subj1_series1_9367,0,0,0,0,0,0
subj1_series1_9368,0,0,0,0,0,0
subj1_series1_9369,0,0,0,0,0,0
subj1_series1_9370,0,0,0,0,0,0
subj1_series1_9371,0,0,0,0,0,0
subj1_series1_9372,0,0,0,0,0,0
subj1_series1_9373,0,0,0,0,0,0
subj1_series1_9374,0,0,0,0,0,0
subj1_series1_9375,0,0,0,0,0,0
subj1_series1_9376,0,0,0,0,0,0
subj1_series1_9377,0,0,0,0,0,0
subj1_series1_9378,0,0,0,0,0,0
subj1_series1_9379,0,0,0,0,0,0
subj1_series1_9380,0,0,0,0,0,0
subj1_series1_9381,0,0,0,0,0,0
subj1_series1_9382,0,0,0,0,0,0
subj1_series1_9383,0,0,0,0,0,0
subj1_series1_9384,0,0,0,0,0,0
subj1_series1_9385,0,0,0,0,0,0
subj1_series1_9386,0,0,0,0,0,0
subj1_series1_9387,0,0,0,0,0,0
subj1_series1_9388,0,0,0,0,0,0
subj1_series1_9389,0,0,0,0,0,0
subj1_series1_9390,0,0,0,0,0,0
subj1_series1_9391,0,0,0,0,0,0
subj1_series1_9392,0,0,0,0,0,0
subj1_series1_9393,0,0,0,0,0,0
subj1_series1_9394,0,0,0,0,0,0
subj1_series1_9395,0,0,0,0,0,0
subj1_series1_9396,0,0,0,0,0,0
subj1_series1_9397,0,0,0,0,0,0
subj1_series1_9398,0,0,0,0,0,0
subj1_series1_9399,0,0,0,0,0,0
subj1_series1_9400,0,0,0,0,0,0
subj1_series1_9401,0,0,0,0,0,0
subj1_series1_9402,0,0,0,0,0,0
subj1_series1_9403,0,0,0,0,0,0
subj1_series1_9404,0,0,0,0,0,0
subj1_series1_9405,0,0,0,0,0,0
subj1_series1_9406,0,0,0,0,0,0
subj1_series1_9407,0,0,0,0,0,0
subj1_series1_9408,0,0,0,0,0,0
subj1_series1_9409,0,0,0,0,0,0
subj1_series1_9410,0,0,0,0,0,0
subj1_series1_9411,0,0,0,0,0,0
subj1_series1_9412,0,0,0,0,0,0
subj1_series1_9413,0,0,0,0,0,0
subj1_series1_9414,0,0,0,0,0,0
subj1_series1_9415,0,0,0,0,0,0
subj1_series1_9416,0,0,0,0,0,0
subj1_series1_9417,0,0,0,0,0,0
subj1_series1_9418,0,0,0,0,0,0
subj1_series1_9419,0,0,0,0,0,0
subj1_series1_9420,0,0,0,0,0,0
subj1_series1_9421,0,0,0,0,0,0
subj1_series1_9422,0,0,0,0,0,0
subj1_series1_9423,0,0,0,0,0,0
subj1_series1_9424,0,0,0,0,0,0
subj1_series1_9425,0,0,0,0,0,0
subj1_series1_9426,0,0,0,0,0,0
subj1_series1_9427,0,0,0,0,0,0
subj1_series1_9428,0,0,0,0,0,0
subj1_series1_9429,0,0,0,0,0,0
subj1_series1_9430,0,0,0,0,0,0
subj1_series1_9431,0,0,0,0,0,0
subj1_series1_9432,0,0,0,0,0,0
subj1_series1_9433,0,0,0,0,0,0
subj1_series1_9434,0,0,0,0,0,0
subj1_series1_9435,0,0,0,0,0,0
subj1_series1_9436,0,0,0,0,0,0
subj1_series1_9437,0,0,0,0,0,0
subj1_series1_9438,0,0,0,0,0,0
subj1_series1_9439,0,0,0,0,0,0
subj1_series1_9440,0,0,0,0,0,0
subj1_series1_9441,0,0,0,0,0,0
subj1_series1_9442,0,0,0,0,0,0
subj1_series1_9443,0,0,0,0,0,0
subj1_series1_9444,0,0,0,0,0,0
subj1_series1_9445,0,0,0,0,0,0
subj1_series1_9446,0,0,0,0,0,0
subj1_series1_9447,0,0,0,0,0,0
subj1_series1_9448,0,0,0,0,0,0
subj1_series1_9449,0,0,0,0,0,0
subj1_series1_9450,0,0,0,0,0,0
subj1_series1_9451,0,0,0,0,0,0
subj1_series1_9452,0,0,0,0,0,0
subj1_series1_9453,0,0,0,0,0,0
subj1_series1_9454,0,0,0,0,0,0
subj1_series1_9455,0,0,0,0,0,0
subj1_series1_9456,0,0,0,0,0,0
subj1_series1_9457,0,0,0,0,0,0
subj1_series1_9458,0,0,0,0,0,0
subj1_series1_9459,0,0,0,0,0,0
subj1_series1_9460,0,0,0,0,0,0
subj1_series1_9461,0,0,0,0,0,0
subj1_series1_9462,0,0,0,0,0,0
subj1_series1_9463,0,0,0,0,0,0
subj1_series1_9464,0,0,0,0,0,0
subj1_series1_9465,0,0,0,0,0,0
subj1_series1_9466,0,0,0,0,0,0
subj1_series1_9467,0,0,0,0,0,0
subj1_series1_9468,0,0,0,0,0,0
subj1_series1_9469,0,0,0,0,0,0
subj1_series1_9470,0,0,0,0,0,0
subj1_series1_9471,0,0,0,0,0,0
subj1_series1_9472,0,0,0,0,0,0
subj1_series1_9473,0,0,0,0,0,0
subj1_series1_9474,0,0,0,0,0,0
subj1_series1_9475,0,0,0,0,0,0
subj1_series1_9476,0,0,0,0,0,0
subj1_series1_9477,0,0,0,0,0,0
subj1_series1_9478,0,0,0,0,0,0
subj1_series1_9479,0,0,0,0,0,0
subj1_series1_9480,0,0,0,0,0,0
subj1_series1_9481,0,0,0,0,0,0
subj1_series1_9482,0,0,0,0,0,0
subj1_series1_9483,0,0,0,0,0,0
subj1_series1_9484,0,0,0,0,0,0
subj1_series1_9485,0,0,0,0,0,0
subj1_series1_9486,0,0,0,0,0,0
subj1_series1_9487,0,0,0,0,0,0
subj1_series1_9488,0,0,0,0,0,0
subj1_series1_9489,0,0,0,0,0,0
subj1_series1_9490,0,0,0,0,0,0
subj1_series1_9491,0,0,0,0,0,0
subj1_series1_9492,0,0,0,0,0,0
subj1_series1_9493,0,0,0,0,0,0
subj1_series1_9494,0,0,0,0,0,0
subj1_series1_9495,0,0,0,0,0,0
subj1_series1_9496,0,0,0,0,0,0
subj1_series1_9497,0,0,0,0,0,0
subj1_series1_9498,0,0,0,0,0,0
subj1_series1_9499,0,0,0,0,0,0
subj1_series1_9500,0,0,0,0,0,0
subj1_series1_9501,0,0,0,0,0,0
subj1_series1_9502,0,0,0,0,0,0
subj1_series1_9503,0,0,0,0,0,0
subj1_series1_9504,0,0,0,0,0,0
subj1_series1_9505,0,0,0,0,0,0
subj1_series1_9506,0,0,0,0,0,0
subj1_series1_9507,0,0,0,0,0,0
subj1_series1_9508,0,0,0,0,0,0
subj1_series1_9509,0,0,0,0,0,0
subj1_series1_9510,0,0,0,0,0,0
subj1_series1_9511,0,0,0,0,0,0
subj1_series1_9512,0,0,0,0,0,0
subj1_series1_9513,0,0,0,0,0,0
subj1_series1_9514,0,0,0,0,0,0
subj1_series1_9515,0,0,0,0,0,0
subj1_series1_9516,0,0,0,0,0,0
subj1_series1_9517,0,0,0,0,0,0
subj1_series1_9518,0,0,0,0,0,0
subj1_series1_9519,0,0,0,0,0,0
subj1_series1_9520,0,0,0,0,0,0
subj1_series1_9521,0,0,0,0,0,0
subj1_series1_9522,0,0,0,0,0,0
subj1_series1_9523,0,0,0,0,0,0
subj1_series1_9524,0,0,0,0,0,0
subj1_series1_9525,0,0,0,0,0,0
subj1_series1_9526,0,0,0,0,0,0
subj1_series1_9527,0,0,0,0,0,0
subj1_series1_9528,0,0,0,0,0,0
subj1_series1_9529,0,0,0,0,0,0
subj1_series1_9530,0,0,0,0,0,0
subj1_series1_9531,0,0,0,0,0,0
subj1_series1_9532,0,0,0,0,0,0
subj1_series1_9533,0,0,0,0,0,0
subj1_series1_9534,0,0,0,0,0,0
subj1_series1_9535,0,0,0,0,0,0
subj1_series1_9536,0,0,0,0,0,0
subj1_series1_9537,0,0,0,0,0,0
subj1_series1_9538,0,0,0,0,0,0
subj1_series1_9539,0,0,0,0,0,0
subj1_series1_9540,0,0,0,0,0,0
subj1_series1_9541,0,0,0,0,0,0
subj1_series1_9542,0,0,0,0,0,0
subj1_series1_9543,0,0,0,0,0,0
subj1_series1_9544,0,0,0,0,0,0
subj1_series1_9545,0,0,0,0,0,0
subj1_series1_9546,0,0,0,0,0,0
subj1_series1_9547,0,0,0,0,0,0
subj1_series1_9548,0,0,0,0,0,0
subj1_series1_9549,0,0,0,0,0,0
subj1_series1_9550,0,0,0,0,0,0
subj1_series1_9551,0,0,0,0,0,0
subj1_series1_9552,0,0,0,0,0,0
subj1_series1_9553,0,0,0,0,0,0
subj1_series1_9554,0,0,0,0,0,0
subj1_series1_9555,0,0,0,0,0,0
subj1_series1_9556,0,0,0,0,0,0
subj1_series1_9557,0,0,0,0,0,0
subj1_series1_9558,0,0,0,0,0,0
subj1_series1_9559,0,0,0,0,0,0
subj1_series1_9560,0,0,0,0,0,0
subj1_series1_9561,0,0,0,0,0,0
subj1_series1_9562,0,0,0,0,0,0
subj1_series1_9563,0,0,0,0,0,0
subj1_series1_9564,0,0,0,0,0,0
subj1_series1_9565,0,0,0,0,0,0
subj1_series1_9566,0,0,0,0,0,0
subj1_series1_9567,0,0,0,0,0,0
subj1_series1_9568,0,0,0,0,0,0
subj1_series1_9569,0,0,0,0,0,0
subj1_series1_9570,0,0,0,0,0,0
subj1_series1_9571,0,0,0,0,0,0
subj1_series1_9572,0,0,0,0,0,0
subj1_series1_9573,0,0,0,0,0,0
subj1_series1_9574,0,0,0,0,0,0
subj1_series1_9575,0,0,0,0,0,0
subj1_series1_9576,0,0,0,0,0,0
subj1_series1_9577,0,0,0,0,0,0
subj1_series1_9578,0,0,0,0,0,0
subj1_series1_9579,0,0,0,0,0,0
subj1_series1_9580,0,0,0,0,0,0
subj1_series1_9581,0,0,0,0,0,0
subj1_series1_9582,0,0,0,0,0,0
subj1_series1_9583,0,0,0,0,0,0
subj1_series1_9584,0,0,0,0,0,0
subj1_series1_9585,0,0,0,0,0,0
subj1_series1_9586,0,0,0,0,0,0
subj1_series1_9587,0,0,0,0,0,0
subj1_series1_9588,0,0,0,0,0,0
subj1_series1_9589,0,0,0,0,0,0
subj1_series1_9590,0,0,0,0,0,0
subj1_series1_9591,0,0,0,0,0,0
subj1_series1_9592,0,0,0,0,0,0
subj1_series1_9593,0,0,0,0,0,0
subj1_series1_9594,0,0,0,0,0,0
subj1_series1_9595,0,0,0,0,0,0
subj1_series1_9596,0,0,0,0,0,0
subj1_series1_9597,0,0,0,0,0,0
subj1_series1_9598,0,0,0,0,0,0
subj1_series1_9599,0,0,0,0,0,0
subj1_series1_9600,0,0,0,0,0,0
subj1_series1_9601,0,0,0,0,0,0
subj1_series1_9602,0,0,0,0,0,0
subj1_series1_9603,0,0,0,0,0,0
subj1_series1_9604,0,0,0,0,0,0
subj1_series1_9605,0,0,0,0,0,0
subj1_series1_9606,0,0,0,0,0,0
subj1_series1_9607,0,0,0,0,0,0
subj1_series1_9608,0,0,0,0,0,0
subj1_series1_9609,0,0,0,0,0,0
subj1_series1_9610,0,0,0,0,0,0
subj1_series1_9611,0,0,0,0,0,0
subj1_series1_9612,0,0,0,0,0,0
subj1_series1_9613,0,0,0,0,0,0
subj1_series1_9614,0,0,0,0,0,0
subj1_series1_9615,0,0,0,0,0,0
subj1_series1_9616,0,0,0,0,0,0
subj1_series1_9617,0,0,0,0,0,0
subj1_series1_9618,0,0,0,0,0,0
subj1_series1_9619,0,0,0,0,0,0
subj1_series1_9620,0,0,0,0,0,0
subj1_series1_9621,0,0,0,0,0,0
subj1_series1_9622,0,0,0,0,0,0
subj1_series1_9623,0,0,0,0,0,0
subj1_series1_9624,0,0,0,0,0,0
subj1_series1_9625,0,0,0,0,0,0
subj1_series1_9626,0,0,0,0,0,0
subj1_series1_9627,0,0,0,0,0,0
subj1_series1_9628,0,0,0,0,0,0
subj1_series1_9629,0,0,0,0,0,0
subj1_series1_9630,0,0,0,0,0,0
subj1_series1_9631,0,0,0,0,0,0
subj1_series1_9632,0,0,0,0,0,0
subj1_series1_9633,0,0,0,0,0,0
subj1_series1_9634,0,0,0,0,0,0
subj1_series1_9635,0,0,0,0,0,0
subj1_series1_9636,0,0,0,0,0,0
subj1_series1_9637,0,0,0,0,0,0
subj1_series1_9638,0,0,0,0,0,0
subj1_series1_9639,0,0,0,0,0,0
subj1_series1_9640,0,0,0,0,0,0
subj1_series1_9641,0,0,0,0,0,0
subj1_series1_9642,0,0,0,0,0,0
subj1_series1_9643,0,0,0,0,0,0
subj1_series1_9644,0,0,0,0,0,0
subj1_series1_9645,0,0,0,0,0,0
subj1_series1_9646,0,0,0,0,0,0
subj1_series1_9647,0,0,0,0,0,0
subj1_series1_9648,0,0,0,0,0,0
subj1_series1_9649,0,0,0,0,0,0
subj1_series1_9650,0,0,0,0,0,0
subj1_series1_9651,0,0,0,0,0,0
subj1_series1_9652,0,0,0,0,0,0
subj1_series1_9653,0,0,0,0,0,0
subj1_series1_9654,0,0,0,0,0,0
subj1_series1_9655,0,0,0,0,0,0
subj1_series1_9656,0,0,0,0,0,0
subj1_series1_9657,0,0,0,0,0,0
subj1_series1_9658,0,0,0,0,0,0
subj1_series1_9659,0,0,0,0,0,0
subj1_series1_9660,0,0,0,0,0,0
subj1_series1_9661,0,0,0,0,0,0
subj1_series1_9662,0,0,0,0,0,0
subj1_series1_9663,0,0,0,0,0,0
subj1_series1_9664,0,0,0,0,0,0
subj1_series1_9665,0,0,0,0,0,0
subj1_series1_9666,0,0,0,0,0,0
subj1_series1_9667,0,0,0,0,0,0
subj1_series1_9668,0,0,0,0,0,0
subj1_series1_9669,0,0,0,0,0,0
subj1_series1_9670,0,0,0,0,0,0
subj1_series1_9671,0,0,0,0,0,0
subj1_series1_9672,0,0,0,0,0,0
subj1_series1_9673,0,0,0,0,0,0
subj1_series1_9674,0,0,0,0,0,0
subj1_series1_9675,0,0,0,0,0,0
subj1_series1_9676,0,0,0,0,0,0
subj1_series1_9677,0,0,0,0,0,0
subj1_series1_9678,0,0,0,0,0,0
subj1_series1_9679,0,0,0,0,0,0
subj1_series1_9680,0,0,0,0,0,0
subj1_series1_9681,0,0,0,0,0,0
subj1_series1_9682,0,0,0,0,0,0
subj1_series1_9683,0,0,0,0,0,0
subj1_series1_9684,0,0,0,0,0,0
subj1_series1_9685,0,0,0,0,0,0
subj1_series1_9686,0,0,0,0,0,0
subj1_series1_9687,0,0,0,0,0,0
subj1_series1_9688,0,0,0,0,0,0
subj1_series1_9689,0,0,0,0,0,0
subj1_series1_9690,0,0,0,0,0,0
subj1_series1_9691,0,0,0,0,0,0
subj1_series1_9692,0,0,0,0,0,0
subj1_series1_9693,0,0,0,0,0,0
subj1_series1_9694,0,0,0,0,0,0
subj1_series1_9695,0,0,0,0,0,0
subj1_series1_9696,0,0,0,0,0,0
subj1_series1_9697,0,0,0,0,0,0
subj1_series1_9698,0,0,0,0,0,0
subj1_series1_9699,0,0,0,0,0,0
subj1_series1_9700,0,0,0,0,0,0
subj1_series1_9701,0,0,0,0,0,0
subj1_series1_9702,0,0,0,0,0,0
subj1_series1_9703,0,0,0,0,0,0
subj1_series1_9704,0,0,0,0,0,0
subj1_series1_9705,0,0,0,0,0,0
subj1_series1_9706,0,0,0,0,0,0
subj1_series1_9707,0,0,0,0,0,0
subj1_series1_9708,0,0,0,0,0,0
subj1_series1_9709,0,0,0,0,0,0
subj1_series1_9710,0,0,0,0,0,0
subj1_series1_9711,0,0,0,0,0,0
subj1_series1_9712,0,0,0,0,0,0
subj1_series1_9713,0,0,0,0,0,0
subj1_series1_9714,0,0,0,0,0,0
subj1_series1_9715,0,0,0,0,0,0
subj1_series1_9716,0,0,0,0,0,0
subj1_series1_9717,0,0,0,0,0,0
subj1_series1_9718,0,0,0,0,0,0
subj1_series1_9719,0,0,0,0,0,0
subj1_series1_9720,0,0,0,0,0,0
subj1_series1_9721,0,0,0,0,0,0
subj1_series1_9722,0,0,0,0,0,0
subj1_series1_9723,0,0,0,0,0,0
subj1_series1_9724,0,0,0,0,0,0
subj1_series1_9725,0,0,0,0,0,0
subj1_series1_9726,0,0,0,0,0,0
subj1_series1_9727,0,0,0,0,0,0
subj1_series1_9728,0,0,0,0,0,0
subj1_series1_9729,0,0,0,0,0,0
subj1_series1_9730,0,0,0,0,0,0
subj1_series1_9731,0,0,0,0,0,0
subj1_series1_9732,0,0,0,0,0,0
subj1_series1_9733,0,0,0,0,0,0
subj1_series1_9734,0,0,0,0,0,0
subj1_series1_9735,0,0,0,0,0,0
subj1_series1_9736,0,0,0,0,0,0
subj1_series1_9737,0,0,0,0,0,0
subj1_series1_9738,0,0,0,0,0,0
subj1_series1_9739,0,0,0,0,0,0
subj1_series1_9740,0,0,0,0,0,0
subj1_series1_9741,0,0,0,0,0,0
subj1_series1_9742,0,0,0,0,0,0
subj1_series1_9743,0,0,0,0,0,0
subj1_series1_9744,0,0,0,0,0,0
subj1_series1_9745,0,0,0,0,0,0
subj1_series1_9746,0,0,0,0,0,0
subj1_series1_9747,0,0,0,0,0,0
subj1_series1_9748,0,0,0,0,0,0
subj1_series1_9749,0,0,0,0,0,0
subj1_series1_9750,0,0,0,0,0,0
subj1_series1_9751,0,0,0,0,0,0
subj1_series1_9752,0,0,0,0,0,0
subj1_series1_9753,0,0,0,0,0,0
subj1_series1_9754,0,0,0,0,0,0
subj1_series1_9755,0,0,0,0,0,0
subj1_series1_9756,0,0,0,0,0,0
subj1_series1_9757,0,0,0,0,0,0
subj1_series1_9758,0,0,0,0,0,0
subj1_series1_9759,0,0,0,0,0,0
subj1_series1_9760,0,0,0,0,0,0
subj1_series1_9761,0,0,0,0,0,0
subj1_series1_9762,0,0,0,0,0,0
subj1_series1_9763,0,0,0,0,0,0
subj1_series1_9764,0,0,0,0,0,0
subj1_series1_9765,0,0,0,0,0,0
subj1_series1_9766,0,0,0,0,0,0
subj1_series1_9767,0,0,0,0,0,0
subj1_series1_9768,0,0,0,0,0,0
subj1_series1_9769,0,0,0,0,0,0
subj1_series1_9770,0,0,0,0,0,0
subj1_series1_9771,0,0,0,0,0,0
subj1_series1_9772,0,0,0,0,0,0
subj1_series1_9773,0,0,0,0,0,0
subj1_series1_9774,0,0,0,0,0,0
subj1_series1_9775,0,0,0,0,0,0
subj1_series1_9776,0,0,0,0,0,0
subj1_series1_9777,0,0,0,0,0,0
subj1_series1_9778,0,0,0,0,0,0
subj1_series1_9779,0,0,0,0,0,0
subj1_series1_9780,0,0,0,0,0,0
subj1_series1_9781,0,0,0,0,0,0
subj1_series1_9782,0,0,0,0,0,0
subj1_series1_9783,0,0,0,0,0,0
subj1_series1_9784,0,0,0,0,0,0
subj1_series1_9785,0,0,0,0,0,0
subj1_series1_9786,0,0,0,0,0,0
subj1_series1_9787,0,0,0,0,0,0
subj1_series1_9788,0,0,0,0,0,0
subj1_series1_9789,0,0,0,0,0,0
subj1_series1_9790,0,0,0,0,0,0
subj1_series1_9791,0,0,0,0,0,0
subj1_series1_9792,0,0,0,0,0,0
subj1_series1_9793,0,0,0,0,0,0
subj1_series1_9794,0,0,0,0,0,0
subj1_series1_9795,0,0,0,0,0,0
subj1_series1_9796,0,0,0,0,0,0
subj1_series1_9797,0,0,0,0,0,0
subj1_series1_9798,0,0,0,0,0,0
subj1_series1_9799,0,0,0,0,0,0
subj1_series1_9800,0,0,0,0,0,0
subj1_series1_9801,0,0,0,0,0,0
subj1_series1_9802,0,0,0,0,0,0
subj1_series1_9803,0,0,0,0,0,0
subj1_series1_9804,0,0,0,0,0,0
subj1_series1_9805,0,0,0,0,0,0
subj1_series1_9806,0,0,0,0,0,0
subj1_series1_9807,0,0,0,0,0,0
subj1_series1_9808,0,0,0,0,0,0
subj1_series1_9809,0,0,0,0,0,0
subj1_series1_9810,0,0,0,0,0,0
subj1_series1_9811,0,0,0,0,0,0
subj1_series1_9812,0,0,0,0,0,0
subj1_series1_9813,0,0,0,0,0,0
subj1_series1_9814,0,0,0,0,0,0
subj1_series1_9815,0,0,0,0,0,0
subj1_series1_9816,0,0,0,0,0,0
subj1_series1_9817,0,0,0,0,0,0
subj1_series1_9818,0,0,0,0,0,0
subj1_series1_9819,0,0,0,0,0,0
subj1_series1_9820,0,0,0,0,0,0
subj1_series1_9821,0,0,0,0,0,0
subj1_series1_9822,0,0,0,0,0,0
subj1_series1_9823,0,0,0,0,0,0
subj1_series1_9824,0,0,0,0,0,0
